Product code,Category,Ingredient List,Serving Size (g),Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Polyunsaturated Fat (g),Monounsaturated Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrate (g),Dietary Fiber (g),Total Sugars (g),Added Sugars (g),Protein (g),Vitamin D (mcg),Calcium (mg),Iron (mg),Potassium (mg),image_path
550,Burgers,"Water, Pea Protein (18%), Vegetable Oils (Rapeseed, Shea, Coconut), Thickener (E461), Vegetable Fibres (Pea, Potato), Yeast Extract, Natural Flavouring, Rice Protein, Preservative (E326), Vegetable Concentrates (Beetroot, Caramelised Carrot, Carrot), Dietary Fibre, Potato Starch, Brown Sugar, Onion, Salt, Potato Maltodextrin, Maize Maltodextrin, Black Pepper, Blueberry Concentrate.",100.0,224.0,14.2,1.3,0.0,0.0,0.0,0.0,1240.0,4.1,8.1,1.1,0.0,16.8,0.0,203.6,2.7,619.2,images/Burgers/550.jpg
103,Butter,"Expeller-pressed Organic Oil Blend (Coconut, Hi-Oleic Sunflower, Sustainable Ethical Palm Fruit) Water, Sunflower Lecithin, Organic Natural Flavor, Tocopherols, Organic Annatto Extract",14.0,80.0,9.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,images/Butter/103.jpg
105,Butter,"Water, Coconut Oil (22%), Starch, Sea Salt (0.8%), Flavourings, Olive Extract, Colour: B-Carotene, Vitamin B12",100.0,230.0,22.0,1.5,0.0,3.0,0.0,0.0,800.0,8.0,0.0,0.0,0.0,0.0,,,,,images/Butter/105.jpg
116,Butter,"Expeller-Pressed Natural Oil Blend (Soybean, Palm Fruit, Canola and Olive Oils), Filtered Water, Pure Salt, Natural Flavor, Soy Protein, Soy Lecithin, Lactic Acid, Colored with Beta-Carotene from Natural Sources
",15.0,100.0,11.0,11.7,4.9,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,,,,,images/Butter/116.jpg
118,Butter,"Expeller-pressed Organic Oil Blend (Coconut, Hi-Oleic Sunflower, Sustainable Ethical Palm Fruit) Water, Sea Salt, Sunflower Lecithin, Organic Natural Flavor, Tocopherols (plant-based preservative), Organic Annatto Extract (Color).",14.0,80.0,9.0,4.5,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,,,,,images/Butter/118.jpg
129,Butter,"Organic High Oleic Sunflower Oil, Organic Cultured Whole Grain Oatmilk (Filtered Water, Organic Oats, Cultures), Organic Coconut Oil, Contains Less Than 2% of: Organic Sunflower Lecithin, Sea Salt, Mushroom Extract, Natural Flavors, Organic Fruit and Vegetable Juice (Color), Organic Turmeric (Color).
",14.0,80.0,9.0,4.5,0.0,0.0,0.0,0.0,70.0,1.0,0.0,0.0,0.0,0.0,,,,,images/Butter/129.jpg
145,Butter,"Coconut Oil, Filtered Water, Potatoes, Carrots, Sunflower Oil, Sea Salt, Sunflower Lecithin, Live Active Cultures",14.0,60.0,7.0,6.0,0.0,1.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,,,,,images/Butter/145.jpg
160,Butter,"MLCT Oil (Medium Long Chain Triglycerides), Water, Less than 2% of: Sea Salt, Sunflower Lecithin, Natural Flavor, Beta Carotene (color).",14.0,110.0,12.0,12.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,,,,,images/Butter/160.jpg
163,Butter,"Coconut Oil, Sunflower Oil, Sesame. Contains Nature Identical Flavours.",14.0,126.0,14.0,7.4,0.0,2.6,5.0,0.0,115.6,0.0,0.0,0.0,0.0,0.0,,,,,images/Butter/163.jpg
210,Butter,"Avocado Oil, Palm Kernel Oil, Sea Salt",10.0,900.0,100.0,4.9,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,,,,,images/Butter/210.jpg
231,Butter,"Plant-Based oil Blend From Canola, Coconut and Sunflower Oils, Water, Salt, Sunflower Lecithin, Faba Bean Protein, Citric Acid, Natural Flavor, Glucose, Beta Carotene (Color).",14.0,100.0,11.0,6.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,,,,,images/Butter/231.jpg
276,Butter,"Organic Coconut Oil, Organic Coconut Milk Powder, Water, Sea Salt, Sunflower Lecithin, Natural Flavor, Citric Acid, Annatto (for color).",14.0,90.0,10.0,7.19,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,,,,,images/Butter/276.jpg
281,Butter,"Cocoa Butter, Coconut Oil, Water, Safflower Oil, Sugar, Sunflower Lecithin, Natural Flavors, Sea Salt, Carotene (For Color)",14.0,90.0,10.0,6.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,,,,images/Butter/281.jpg
325,Butter,"Sweet Cream, Salt.",14.0,100.0,11.0,7.0,0.0,0.0,0.0,30.0,90.0,0.0,0.0,0.0,0.0,0.0,,,,,images/Butter/325.jpg
368,Butter,"Blend of Plant-based Oils (Palm Fruit, Palm Kernel, Canola and Olive Oil), Water, Salt, Pea Protein, Soy Lecithin, Citric Acid, Vitamin A Palmitate, Natural Flavor, Beta Carotene (Color).
",14.0,100.0,11.0,14.0,5.0,1.0,4.5,0.0,110.0,0.0,0.0,0.0,0.0,0.0,,,,,images/Butter/368.jpg
390,Butter,"Vegetable Oil Blend (Palm, Canola, Soybean, Flaxseed, Algal [algal Oil, High Oleic Sunflower Oil, Rosemary Extract, Sunflower Lecithin], Olive Oils), Water, 2% Or Less (Salt, Natural Flavor, Pea Protein, Sunflower Lecithin, Lactic Acid, Annatto Extract)",11.0,727.0,81.8,10.9,0.0,0.0,0.0,0.0,727.3,0.0,0.0,0.0,0.0,0.0,,,,,images/Butter/390.jpg
454,Butter,"Vegetable Oil Blend (Palm Oil, Canola Oil, Olive Oil) Water, Less than 2% (Salt, Natural Flavor, Pea Protein, Sunflower Lecithin, Lactic Acid, Anatto Extract)",14.0,100.0,11.0,5.9,0.0,1.5,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,,,,,images/Butter/454.jpg
465,Butter,"Expeller-pressed Organic Oil Blend (Coconut, Hi-Oleic Sunflower, Sustainable Ethical Palm Fruit†) Water, Sea Salt, Sunflower Lecithin, Organic Natural Flavor, Tocopherols, Organic Annatto Extract",14.0,80.0,9.0,10.5,0.0,1.1,2.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,,,,,images/Butter/465.jpg
494,Butter,"Organic Coconut Oil, Organic Cultured Cashew Milk (Filtered Water, Organic Cashews, Cultures), Filtered Water, Organic Sunflower Oil, Organic Sunflower Lecithin, Sea Salt, Natural Flavors.
",14.0,90.0,10.0,8.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,,,,,images/Butter/494.jpg
523,Butter,"Extra Virgin Olive Oil, Palm Kernel Oil, Sea Salt",11.0,80.0,9.0,8.6,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,,,,,images/Butter/523.jpg
526,Butter,"Coconut Oil, Cashews, Sunflower Oil, Quinoa Rejuvelac (Water, Quinoa), Water, Sunflower Lecithin, Nutritional Yeast, Citric Acid, Fermented Oregano Extract (Water, Oregano, Raw Cane Sugar, Active Cultures, Spices).
",14.0,110.0,12.0,5.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,images/Butter/526.jpg
531,Butter,"Purified Water, Soybean Oil, Palm and Palm Kernal Oil, Salt, Lecithin (Soy), Vinegar, Natural Flavor, Vitamin A Palmitate, Beta Carotene (Color).
",14.0,60.0,6.0,2.0,0.0,3.0,1.5,0.0,90.0,0.0,0.0,0.0,0.0,0.0,,,,,images/Butter/531.jpg
538,Butter,"Natural Oil Blend (Palm Fruit, Canola, Soybean,Flax And Olive Oils), Water, Salt, Contains Lessthan 2% Of Natural Flavor, Soy Protein, Soy Lecithin, Lactic Acid (Non-Dairy), and Naturally Extracted Annatto (For Color).
",14.0,100.0,11.0,3.5,0.0,2.5,5.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,,,,,images/Butter/538.jpg
107,Cheddar_Cheese,"Oat Cream Blend (water, gluten-free oat flour, pea protein, cultures, enzymes), Coconut oil, Modified potato starch, Corn starch, Less than 2 percent of: Konjac Flour, Fruit and vegetable juice (for color), Yeast extract, Annatto (for color), Salt, Tricalcium phosphate, Xanthan gum, Lactic acid, Natural flavors.
",22.0,70.0,5.0,5.0,0.0,0.0,0.0,0.0,190.0,5.0,0.0,0.0,0.0,1.0,,,,,images/Cheddar_Cheese/107.jpg
126,Cheddar_Cheese,"Filtered Water, Coconut Oil, Modified Potato And Corn Starch, Potato Starch, Fermented Tofu (Soybeans, Water, Salt, Sesame Oil), Sea Salt, Natural Flavor, Olive Extract (Antioxidant Used As A Preservative), Beta Carotene (Color).",20.0,60.0,4.5,4.0,0.0,0.0,0.0,0.0,180.0,4.0,0.0,0.0,0.0,0.0,,,,,images/Cheddar_Cheese/126.jpg
208,Cheddar_Cheese,"Filtered Water, Coconut Oil, Food Starch-Modified (Tapioca & Potato), Potato Starch, Salt (Sea Salt), Fructose, Cheddar Flavor (Vegan Sources), Calcium Phosphate, Lactic Acid, Black Salt (Salt, Herbs), Olive Extract, Paprika Extract & Beta Carotene (Color), Vitamin B12.",20.0,60.0,4.5,4.0,0.0,0.0,0.0,0.0,230.0,4.0,0.0,0.0,0.0,0.0,,,,,images/Cheddar_Cheese/208.jpg
214,Cheddar_Cheese,"Filtered Water, Coconut Oil, Potato Starch, Modified Potato Starch, Modified Tapioca Starch, Chickpea Protein, Sea Salt, Potato Protein, Natural Flavour (Vegan Sources), Beta Carotene And Paprika Extracts (Colour), Lactic Acid. In A Coating Of: Water, Panko Bread Crumb (Rice Flour, Pea Protein, Dextrose, Baking Soda), Rice Flour, Modified Corn Starch, Potato Starch, Sunflower Oil, Corn Flour, Rice Starch, Dehydrated Cauliflower Powder, Sea Salt, Yeast Extract, Sodium Acid Pyrophosphate, Baking Soda, Spice, Xanthan Gum, Garlic Powder, Onion Powder.

Sauce: Water, Sunflower Oil, Jalapeno Peppers, Faba Bean Protein Powder, Cane Sugar, Vinegar, Salt, Concentrated Lime Juice, Rice Starch, Modified Tapioca Starch, Garlic Powder, Onion Powder, Spices, Herbs, Yeast Extract, Acacia Gum, Sunflower Lecithin, Xanthan Gum, Lactic Acid.",85.0,260.0,16.0,4.9,0.0,0.0,0.0,0.0,680.0,27.0,0.0,0.0,0.0,2.0,,,,,images/Cheddar_Cheese/214.jpg
218,Cheddar_Cheese,"Cashews, Miso, Garlic, Onion, Nutritional Yeast, Port Wine, Himalayan Salt, Live Vegan Cultures",28.0,130.0,12.0,0.0,0.0,0.0,0.0,0.0,120.0,5.0,0.0,0.0,0.0,2.0,,,,,images/Cheddar_Cheese/218.jpg
241,Cheddar_Cheese,"Water, Modified Food Starch, Coconut Oil, High Oleic Sunflower Oil, Calcium Citrate, Sea Salt, Natural Flavors, Less than 2% of: Potato Protein, Tapioca Maltodextrin, Yeast Extract, Lactic Acid, Paprika Extract and Beta Carotene for Color.
",20.0,60.0,4.5,3.5,0.0,0.0,0.0,0.0,210.0,4.0,0.0,0.0,0.0,0.0,,,,,images/Cheddar_Cheese/241.jpg
248,Cheddar_Cheese,"Water, Stabiliser (Modified Potato Starches), Coconut Oil (21%), Coconut Cream (8%), Salt, Humectant (Vegetable Glycerine), Calcium Phosphates, Maltodextrin, Colour (Carrot Concentrate), Natural Flavouring, Preservatives (Acetic Acid, Lactic Acid), Yeast Extract, Dextrose, Vitamin D2, Vitamin B12",100.0,318.0,26.3,7.9,0.0,0.0,0.0,0.0,2500.0,22.5,0.0,0.0,0.0,0.7,,,,,images/Cheddar_Cheese/248.jpg
257,Cheddar_Cheese,"Organic Cashew Milk (Organic Cashews, Filtered Water), Organic Coconut Oil, Organic Rice Miso (Organic Rice, Water, Salt, Alcohol, Koji Culture), Less Than 2% (Organic Chives, Organic Garlic, Nutritional Yeast, Sea Salt, Organic Yeast Extract, Organic Annatto For Color, Cultures, Natural Flavors)",28.0,321.0,25.0,7.2,0.0,0.0,0.0,0.0,482.1,14.3,0.0,0.0,0.0,7.1,,,,,images/Cheddar_Cheese/257.jpg
275,Cheddar_Cheese,"Cashews, Coconut Oil, Water, Nutritional Yeast, Agar Agar, Himalyan Pink Salt, Chickpea, Miso, (Whole Chickpeas, Handmade Rice Koji, Sundried Salt, Water, Koji Spores), Garlic, Onion, Xanthan Gum, Cracked Black Pepper, Live Cultures, Silica Magnesium Stearate",28.0,210.0,20.0,5.4,0.0,0.0,0.0,0.0,200.0,7.0,0.0,0.0,0.0,4.0,,,,,images/Cheddar_Cheese/275.jpg
295,Cheddar_Cheese,"Plant Milk (Filtered Water, Organic Coconut Oil, Organic Oats, Organic Chickpeas, Organic Chickpea Miso [Organic Rice Koji (Organic Rice, Koji Culture), Organic Chickpeas, Sea Salt, Water], Nutritional Yeast, Organic Sunflower Seed Butter, Green Tea Extract), Faba Bean Protein, Potato Starch, Organic Tapioca Starch, Filtered Water, Organic Pineapple, Organic Hemp Seed Butter, Sea Salt, Tricalcium Phosphate, Mushroom Extract, Organic Yeast Extract, Organic Annatto (Color), Cultures",21.0,60.0,4.0,0.0,0.0,0.0,0.0,0.0,170.0,4.0,0.0,0.0,0.0,2.0,,,,,images/Cheddar_Cheese/295.jpg
296,Cheddar_Cheese,"Organic Cashew Milk (Organic Cashews, Filtered Water), Organic Coconut Oil, Organic Rice Miso (Organic Rice, Water, Salt, Alcohol, Koji Culture), Less Than 2% (Nutritional Yeast, Sea Salt, Organic Yeast Extract, Organic Annatto For Color, Cultures, Natural Flavors)",28.0,90.0,8.0,3.8,0.0,0.0,0.0,0.0,140.0,4.0,0.0,0.0,0.0,2.0,,,,,images/Cheddar_Cheese/296.jpg
329,Cheddar_Cheese,"Almond Base (Filtered Water, Crushed Organic Almonds), Casein (Milk Protein), NON-GMO Expeller-pressed Canola Oil, Food Starch Modified (NON-GMO Potato), Natural Flavors, NON-GMO Vegetable Glycerin. Contains less than 2% of the following: Olive Oil, Sodium Phosphate, Sea Salt, Citric Acid, Psyllium Husk (A Natural Fiber), Calcium Phosphate, Organic Annatto.
",28.0,70.0,4.0,0.0,0.0,0.0,0.0,0.0,210.0,3.0,0.0,0.0,0.0,6.0,,,,,images/Cheddar_Cheese/329.jpg
334,Cheddar_Cheese,"Organic Cultured Oat Milk (Water, Organic Oat Flour, Cultures), Organic Coconut Oil, Organic Corn Starch, Water, Organic Tapioca Starch, Sea Salt, Natural Flavor, Organic Natural Flavor, Nutritional Yeast, Organic Yeast Extract, Organic Annatto (Color)
",23.0,70.0,5.0,4.5,0.0,0.0,0.0,0.0,180.0,5.0,0.0,0.0,0.0,0.0,,,,,images/Cheddar_Cheese/334.jpg
345,Cheddar_Cheese,"Water, Modified Food Starch, Coconut Oil, High Oleic Sunflower Oil, Calcium Citrate, Sea Salt, Natural Flavors, Less than 2% of: Potato Protein, Tapioca Maltodextrin, Yeast Extract, Lactic Acid, Paprika Extract and Beta Carotene for Color.
",20.0,60.0,4.5,3.5,0.0,0.0,0.0,0.0,210.0,4.0,0.0,0.0,0.0,0.0,,,,,images/Cheddar_Cheese/345.jpg
449,Cheddar_Cheese,"Filtered Water, Potato Starch, Olive Oil*, Food Starch – Modified (Potato and Tapioca), Natural Flavors (Vegan Sources), Faba Protein, Sea Salt, Paprika and Beta Carotene (Color)",22.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,200.0,5.0,0.0,0.0,0.0,,,,,,images/Cheddar_Cheese/449.jpg
495,Cheddar_Cheese,"Pasteurized Milk, Cheese Culture, Salt, Enzymes, Annatto (Vegetable Color).",21.0,80.0,7.0,4.5,0.0,0.0,0.0,20.0,140.0,0.0,0.0,0.0,0.0,5.0,,,,,images/Cheddar_Cheese/495.jpg
508,Cheddar_Cheese,"Cashews, Coconut Oil, Water, Nutritional Yeast, Agar Agar, Himalayan Salt, Chickpea Miso (Whole Chickpeas, Handmade Rice Koji, Sundried Salt, Water, Koji Spores), Garlic, Onion, Hot Sauce (Jalapeno Peppers, Hanabero Peppers, Vinegar, Sea Salt, Apple Cider Vinegar), Xanthan Gum, Cracked Black Pepper, Live Vegan Cultures, Silica, Magnesium Stearate",28.0,210.0,20.0,0.0,0.0,0.0,0.0,0.0,200.0,7.0,0.0,0.0,0.0,4.0,,,,,images/Cheddar_Cheese/508.jpg
516,Cheddar_Cheese,"Pea Milk (Water, Pea Protein, Pea Starch, Oat Fiber), Potato Starch, Coconut Oil, Sunflower Oil, Tapioca Flour, Sea Salt, Dextrose, Potato Protein, Tricalcium Phosphate, Konjac Flour, Cassava Flour, Natural Flavors, Lactic Acid, Cultured Dextrose, Paprika Extract (Color), Yeast Extract, Probiotic Cultures (Bacillus subtilis).",21.0,50.0,4.5,3.0,0.0,0.0,0.0,0.0,170.0,4.0,0.0,0.0,0.0,0.0,,,,,images/Cheddar_Cheese/516.jpg
525,Cheddar_Cheese,"40% Cheddar (Pasteurized Milk, Salt, Leavening Culture, Rennet, Colouring (Beta-Carotene)), Water, 14% Coconut Oil, 13% Modified Potato Starch, 3% Pea Protein, 2% Potato Flour, Salt, Acidity Regulator (Lactic Acid), Flavoring, Preservative (Potassium Sorbate), Colouring (Beta-Carotene).
",100.0,341.0,27.0,20.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.2,13.0,,,,,images/Cheddar_Cheese/525.jpg
527,Cheddar_Cheese,"Cashews, Water, Nutritional Yeast, Garlic, Onion, Hickory Smoke Concentrate, Smoked Paprika, Chickpea Miso (Whole Chickpeas, Handmade Rice Koji, Sundried Sea Salt, Blue Ridge Mountain Well Water, Koji Spores), Live Vegan Cultures, Himalayan Salt",28.0,130.0,12.0,7.6,0.0,0.0,0.0,0.0,120.0,5.0,0.0,0.0,0.0,2.0,,,,,images/Cheddar_Cheese/527.jpg
174,Chicken_Strips,"Water, Soy Protein* Concentrate 27.2%, Olive Oil 5.9%, Salt, Flavourings, Spices < 2% And Vitamin B12.",100.0,135.0,4.2,0.3,0.0,2.2,3.8,0.0,1400.0,2.0,1.1,0.0,0.0,18.0,0.0,0.0,4.2,397.9,images/Chicken_Strips/174.jpg
183,Chicken_Strips,"Water, Soy Protein-Concentrate, Vegetable Oil (Sunflower and/or Canola), Spices (Oregano, Thyme, Rosemary, Cardamom, Pepper), Lemon Peel, Onion, Garlic, Lemongrass, Dextrose, Salt, Natural Flavor",70.0,100.0,2.0,0.5,0.0,1.6,0.0,0.0,490.0,6.0,6.4,0.9,1.0,13.0,0.0,0.0,4.0,583.5,
209,Chicken_Strips,"Mycoprotein, Yeast Extract, Egg White. Contains 2% or less of Pea Fiber, Calcium Chloride, Calcium Acetate, Onion, Sage, Sugar",110.0,130.0,1.0,0.7,0.0,4.0,2.1,0.0,200.0,11.0,5.6,0.0,0.0,17.0,0.0,0.0,0.0,118.8,images/Chicken_Strips/209.jpg
219,Chicken_Strips,"Abunda, Water, Sunflower oil, Natural Flavouring, Methyyl Cellulose [For Usa], Potato, Protein, Bamboo Fibre, Salt",100.0,111.0,5.0,1.0,0.0,,,0.0,300.0,2.8,6.3,1.0,0.0,11.0,0.0,0.0,0.0,300.0,images/Chicken_Strips/219.jpg
245,Chicken_Strips,"Water, Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Wheat Gluten, Pea Protein*, Modified Corn Starch, 2% or less of Potato Starch, Natural Flavors, Expeller-Pressed Canola Oil, Methylcellulose, Salt, Rice Flour, Cellulose Fiber, Coconut Oil, Onion Powder, Yeast Extract, Oat Bran, Spices, Dried Garlic, Oat Fiber, Dried Yeast, Paprika, Sugar, Garlic Powder, Potassium Salt, Dried Onion, Dextrose, Leavening (Sodium Acid Pyrophosphate, Baking Soda), Citric Acid.",96.0,220.0,10.0,1.5,0.0,2.5,5.0,0.0,530.0,20.0,2.0,1.0,1.0,16.0,0.0,50.0,,180.0,images/Chicken_Strips/245.jpg
252,Chicken_Strips,"Water, Soy Protein Concentrate, Korean BBQ Marinade (Brown Sugar, Toasted Sesame Oil, Pineapple, Distilled Vinegar, Tamari Soy Sauce [Water, Soybeans, Salt, Alcohol], Dehydrated Toasted Onion, Sugar, Dehydrated Soy Sauce [Tamari Soy Sauce {Soybeans, Salt}, Maltodextrin, Salt], Dehydrated Garlic, Garlic, Rice Vinegar, Fruit Juice Color, 2% or less of spice, Yeast Extract, Natural Flavors, Natural Smoke Flavor, Salt, Dehydrated Onion, Sunflower Oil), Canola Oil, Vinegar, 2% or less of Yeast Extract, Salt, Black Sesame Seeds, Seasoning (Salt, Natural Flavors, Yeast Extract, Citric Acid, Roasted Onion Powder, Onion Powder, Sugar).",85.0,190.0,9.0,0.4,0.0,3.9,4.2,0.0,400.0,14.0,6.4,1.1,0.0,14.0,0.0,0.0,2.5,0.0,images/Chicken_Strips/252.jpg
265,Chicken_Strips,"Water, Soy Protein, Rapeseed Oil, Natural Flavoring, Salt",100.0,130.0,3.0,0.0,0.0,,,0.0,150.0,8.0,6.0,0.0,0.0,19.0,0.0,70.0,3.6,690.0,images/Chicken_Strips/265.jpg
273,Chicken_Strips,"Water, Vital Wheat Gluten, Soy Protein Isolate, Canola Oil, Onions, Yeast Extract, 2% Or Less Of: Methylcellulose, Barley Malt Extract, Sugar, Onion Powder, Rub (Dehydrated Vegetables [Red Bell Peppers, Garlic, Onion], Spices, Organic Cane Sugar, Salt), Garlic Powder, Potato Starch, Natural Flavors, Salt, Spices
",85.0,140.0,6.0,0.4,0.0,,,0.0,350.0,7.0,0.5,0.3,1.1,14.0,0.0,0.0,1.6,0.0,images/Chicken_Strips/273.jpg
304,Chicken_Strips,"Water, soy protein isolate, wheat gluten, corn oil, maltodextrin. Contains 2% or less of tapioca starch, salt, dried onion, tricalcium phosphate, natural flavors, spices, yeast extract, citric acid, soy sauce powder (soybeans, wheat, salt).",85.0,140.0,3.0,0.0,0.0,1.5,0.5,0.0,37.0,5.0,1.0,1.0,0.0,24.0,0.0,130.0,2.5,40.0,images/Chicken_Strips/304.jpg
331,Chicken_Strips,"Water, vital wheat gluten, expeller pressed canola oil, tofu (water, soybeans, magnesium chloride, calcium chloride), natural flavors, contains less than 2% of cornstarch, oat fiber, cane sugar, soy sauce (water, soybeans, wheat, salt), sea salt, spices, garlic puree, granulated garlic, onion powder, natural smoke flavor, sunflower oil, sesame oil, celery seed oil, calcium lactate, citric acid, potassium chloride, titanium dioxide (for color), gum arabic, xanthan gum",75.0,190.0,10.0,1.0,0.0,,,0.0,360.0,8.0,2.0,2.0,1.0,19.0,0.0,60.0,1.2,370.0,images/Chicken_Strips/331.jpg
338,Chicken_Strips,"Water, soy protein concentrate (25%), rapeseed oil, extra virgin olive oil, salt, flavouring, spices and vitamin B12.",100.0,129.0,3.2,0.4,0.0,6.0,4.8,0.0,640.0,1.7,5.9,0.0,0.0,18.0,0.0,0.0,4.8,400.0,images/Chicken_Strips/338.jpg
355,Chicken_Strips,"Water, Soy protein (21%), sunflower oil, spices (including garlic, onions, paprika and cumin), salt, tomato powder, aromatic herbs, natural flavors, raising agent: sodium bicarbonate, acidity regulators: buffered vinegar and citric acid",100.0,158.0,6.5,0.7,0.0,0.8,1.19,0.0,559.0,1.4,6.0,0.5,1.18,21.0,0.0,0.0,0.83,388.0,images/Chicken_Strips/355.jpg
384,Chicken_Strips,"Water, Soy Protein Concentrate, Yellow Corn Flour, Corn Starch, Potato Flour, Natural Flavor, Vegetable Oil (Sunflower and/or Canola), Contains 2% or less of: Salt, Rice Flour, Cocoa Powder, Spices, Dried Garlic, Dried Onion, Xanthan Gum",85.0,200.0,10.0,1.0,0.0,,,0.0,340.0,17.0,1.4,0.0,0.0,11.0,0.0,0.0,3.0,300.7,images/Chicken_Strips/384.jpg
412,Chicken_Strips,"Water, Soy Protein-Concentrate, Vegetable Oil (Sunflower and/or Canola), Salt, Natural Flavor, Spices (Paprika, Pepper, Ginger, Nutmeg, Mace, Cardamon)",70.0,90.0,1.75,0.28,0.0,,,0.0,315.0,1.26,3.7,0.0,0.0,13.6,0.0,81.0,2.8,395.0,images/Chicken_Strips/412.jpg
418,Chicken_Strips,"Water, Soy Protein Concentrate, Barbecue Sauce (Sugar, Water, Tomato, Apple Puree, Concentrated Grape Must, Wine Vinegar, Smoked Salt (Salt, Smoke), Spices (Paprika, Garlic, Pepper, Chili), Sunflower Oil, Natural Flavors, Salt, Maltodextrin.",99.0,141.0,3.0,0.0,0.0,,,0.0,737.4,15.2,3.8,1.2,1.1,17.2,0.0,0.0,3.0,408.7,images/Chicken_Strips/418.jpg
423,Chicken_Strips,"Water, Soy Protein Isolate, Vital Wheat Gluten, Canola Oil, 2% Or Less Of: Methylcellulose, Sunflower Oil, Ancient Grain Flour, Khorasan Wheat, Salt, Potato Starch, Natural Flavors, Sugar, Yeast Extract, Titanium Dioxide (Color), Black Pepper, Lactic Acid",90.0,130.0,6.0,0.5,0.0,1.5,3.0,0.0,370.0,4.0,0.0,1.0,0.0,15.0,0.0,30.0,1.9,0.0,images/Chicken_Strips/423.jpg
432,Chicken_Strips,"Filtered Water, Pea Protein, Extra Virgin Olive Oil, Vinegar, Sea Salt, Onion Powder, Nutritional Yeast, Garlic Powder, Turmeric, Sage, Celery Seed, Thyme, Marjoram, Mace, White Pepper",85.0,100.0,3.0,0.5,0.0,,,0.0,380.0,3.0,2.0,0.0,0.0,14.0,0.0,30.0,3.4,410.0,
435,Chicken_Strips,"Water, Sugar, Soy Protein Isolate, Vital Wheat Gluten, Soy Sauce (Water, Soybeans, Wheat, Salt), Canola Oil, Salted Sake (Water, Rice, Salt), 2% Or Less Of: Methylcellulose, Distilled Vinegar, Sunflower Oil, Ancient Grain Flour (Khorasan Wheat), Salt, Potato Starch, Natural Flavors, Spices, Yeast Extract, Garlic Powder, Titanium Dioxide (color), Barley Malt Extract, Onion Powder, Xanthan Gum, Lactic Acid",300.0,220.0,7.0,0.7,0.0,3.2,0.0,0.0,780.0,21.0,0.0,0.0,0.9,18.0,0.0,0.0,2.4,350.1,images/Chicken_Strips/435.jpg
436,Chicken_Strips,"Water, Soy Protein Concentrate, Chipotle Sauce Concentrate (Brown Sugar, Distilled Vinegar, Garlic, Tomato Paste [Tomatoes, Citric Acid], Spices, Canola Oil, Dehydrated Onion, Salt, Smoke Flavor, 2% Or Less Of: Chipotle Pepper, Dehydrated Garlic, Natural Flavor, Coconut Oil, Yeast Extract, Maltodextrin, Extractives of Paprika, Citric Acid), Canola Oil, Vinegar, 2% or Less of Yeast Extract, Salt, Seasoning (Salt, Natural Flavors, Yeast Extract, Citric Acid, Roasted Onion Powder, Onion Powder, Sugar).",85.0,150.0,5.0,1.2,0.0,2.3,2.8,0.0,330.0,13.0,0.0,0.7,0.0,13.0,0.0,0.0,2.8,447.6,images/Chicken_Strips/436.jpg
460,Chicken_Strips,"Boneless, skinless chicken breasts with rib meat, water, modified food starch, seasoning [maltodextrin, salt, sugar, flavors, vegetable stock (carrot, onion, celery), carrot powder, garlic powder], vinegar, sodium phosphates, salt.",84.0,120.0,2.5,0.5,0.0,0.5,1.0,60.0,320.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.8,240.0,images/Chicken_Strips/460.jpg
477,Chicken_Strips,"Water, Textured Wheat Protein, Soy Protein Concentrate, Natural Flavor (Includes Onion Powder), High Oleic Sunflower Oil, Carrageenan, Methylcellulose, Cultured Dextrose, Salt, Potassium Chloride",85.0,140.0,4.5,0.5,0.0,,,0.0,530.0,8.0,3.1,0.0,1.2,11.0,0.0,0.0,1.4,450.7,images/Chicken_Strips/477.jpg
